time,actual_roll,actual_pitch,actual_yaw,estimated_roll,estimated_pitch,estimated_yaw,reference_roll,reference_pitch,reference_yawrate,m1,m2,m3,m4,l1,l2,l3,l4
22.551000,-0.241525,-4.313986,0.003220,0.105933,-4.447524,0.003197,0.000000,-6.000000,0.000000,44.977493,44.998856,45.021744,45.000381,0.000000,-0.000058,0.000000,0.000000
22.601000,-0.294004,-4.798622,0.002917,-0.045886,-4.926145,0.002892,0.000000,-7.000000,0.000000,44.911879,45.021744,45.087358,44.977493,0.000000,-0.000064,0.000000,0.000000
22.651000,-0.298731,-5.274477,0.002595,-0.156927,-5.152696,0.002571,0.000000,-7.000000,0.000000,45.018692,44.942397,44.982071,45.056840,0.000000,-0.000060,0.000000,0.000000
22.701000,-0.265263,-5.817184,0.002315,-0.158281,-5.779244,0.002298,0.000000,-8.000000,0.000000,44.914931,45.075151,45.085832,44.925612,0.000000,-0.000043,0.000000,0.000000
22.751000,-0.226197,-6.360102,0.002123,-0.070557,-6.186195,0.002109,0.000000,-8.000000,0.000000,45.004959,44.998856,44.994278,45.001907,0.000000,-0.000035,0.000000,0.000000
22.801000,-0.209818,-6.911024,0.002022,0.202008,-6.853622,0.002020,0.000000,-9.000000,0.000000,44.950027,45.127031,45.049210,44.872206,0.000000,-0.000006,0.000000,0.000000
22.851000,-0.255211,-7.430461,0.001961,0.231329,-7.486492,0.001952,0.000000,-9.000000,0.000000,44.975967,45.053788,45.024796,44.945449,0.000000,-0.000021,0.000000,0.000000
22.901000,-0.323371,-7.935418,0.001776,0.300818,-7.878081,0.001758,0.000000,-10.000000,0.000000,44.956130,45.082780,45.043107,44.916457,0.000000,-0.000043,0.000000,0.000000
22.951000,-0.392051,-8.436272,0.001542,0.049818,-8.222365,0.001522,0.000000,-10.000000,0.000000,45.004959,44.974441,44.995804,45.024796,0.000000,-0.000049,0.000000,0.000000
23.001000,-0.424776,-8.963706,0.001258,-0.082439,-8.959570,0.001236,0.000000,-11.000000,0.000000,44.878309,45.064469,45.120928,44.934768,0.000000,-0.000055,0.000000,0.000000
23.051000,-0.421474,-9.449824,0.000991,-0.106369,-9.619367,0.000974,0.000000,-11.000000,0.000000,44.963760,45.038529,45.037003,44.960708,0.000000,-0.000043,0.000000,0.000000
23.101000,-0.405274,-9.901925,0.000802,-0.101187,-10.260322,0.000792,0.000000,-12.000000,0.000000,44.881361,45.084306,45.117876,44.914931,0.000000,-0.000027,0.000000,0.000000
23.151000,-0.387169,-10.315577,0.000664,-0.143828,-10.616778,0.000653,0.000000,-12.000000,0.000000,44.983597,44.986648,45.017166,45.012589,0.000000,-0.000027,0.000000,0.000000
23.201000,-0.334722,-10.758533,0.000543,-0.334753,-10.919239,0.000541,0.000000,-13.000000,0.000000,44.928664,45.035477,45.070573,44.965286,0.000000,-0.000008,0.000000,0.000000
23.251000,-0.249546,-11.231753,0.000605,-0.046298,-11.492442,0.000613,0.000000,-13.000000,0.000000,45.015640,45.047684,44.983597,44.951553,0.000000,0.000018,0.000000,0.000000
23.301000,-0.200661,-11.708838,0.000742,-0.172753,-11.876103,0.000759,0.000000,-14.000000,0.000000,44.953079,45.047684,45.047684,44.953079,0.000000,0.000039,0.000000,0.000000
23.351000,-0.156841,-12.200187,0.000951,-0.142840,-12.125884,0.000966,0.000000,-14.000000,0.000000,45.020218,44.954604,44.979019,45.046159,0.000000,0.000036,0.000000,0.000000
23.401000,-0.123343,-12.739455,0.001189,0.028705,-12.805900,0.001208,0.000000,-15.000000,0.000000,44.956130,45.099565,45.044633,44.899672,0.000000,0.000048,0.000000,0.000000
23.451000,-0.098596,-13.257778,0.001419,-0.143592,-13.391066,0.001438,0.000000,-15.000000,0.000000,44.971389,45.012589,45.029374,44.986648,0.000000,0.000045,0.000000,0.000000
23.501000,-0.045592,-13.772386,0.001624,-0.150737,-13.871844,0.001643,0.000000,-16.000000,0.000000,44.951553,45.078202,45.047684,44.922560,0.000000,0.000046,0.000000,0.000000
23.551000,-0.003063,-14.272126,0.001917,0.131173,-14.361191,0.001942,0.000000,-16.000000,0.000000,45.027848,45.044633,44.972915,44.954604,0.000000,0.000059,0.000000,0.000000
23.601000,-0.009096,-14.780327,0.002153,-0.121676,-14.786055,0.002167,0.000000,-17.000000,0.000000,44.934768,45.030900,45.065995,44.968338,0.000000,0.000035,0.000000,0.000000
23.651000,0.033613,-15.300693,0.002326,-0.256110,-15.121060,0.002343,0.000000,-17.000000,0.000000,45.001907,44.977493,44.997330,45.023270,0.000000,0.000039,0.000000,0.000000
23.701000,0.118926,-15.882133,0.002594,-0.345165,-15.494256,0.002621,0.000000,-18.000000,0.000000,44.943923,45.043107,45.056840,44.957656,0.000000,0.000065,0.000000,0.000000
23.751000,0.216880,-16.480815,0.002986,-0.136458,-16.125032,0.003021,0.000000,-18.000000,0.000000,45.004959,45.030900,44.995804,44.968338,0.000000,0.000086,0.000000,0.000000
23.801000,0.272574,-17.076064,0.003429,-0.106602,-16.605324,0.003464,0.000000,-19.000000,0.000000,44.936294,45.070573,45.064469,44.928664,0.000000,0.000086,0.000000,0.000000
23.851000,0.314927,-17.668239,0.003864,-0.243434,-17.193863,0.003901,0.000000,-19.000000,0.000000,44.945449,45.017166,45.055314,44.982071,0.000000,0.000091,0.000000,0.000000
23.901000,0.381730,-18.248367,0.004319,-0.416495,-17.769471,0.004357,0.000000,-20.000000,0.000000,44.890517,45.041581,45.110246,44.957656,0.000000,0.000094,0.000000,0.000000
23.951000,0.484158,-18.775457,0.004816,-0.315113,-18.468227,0.004859,0.000000,-20.000000,0.000000,44.960708,45.032425,45.038529,44.966812,0.000000,0.000106,0.000000,0.000000
24.001000,0.579043,-19.290017,0.005389,-0.050519,-18.820367,0.005436,0.000000,-19.000000,0.000000,44.972915,45.102617,45.026322,44.896620,0.000000,0.000116,0.000000,0.000000
24.051000,0.609144,-19.614629,0.005939,0.150634,-18.855507,0.005978,0.000000,-19.000000,0.000000,44.936294,45.108721,45.064469,44.890517,0.000000,0.000098,0.000000,0.000000
24.101000,0.573035,-19.724556,0.006360,0.020341,-19.150544,0.006392,0.000000,-18.000000,0.000000,44.927138,45.044633,45.072099,44.954604,0.000000,0.000079,0.000000,0.000000
24.151000,0.568511,-19.646427,0.006709,0.014929,-19.012890,0.006734,0.000000,-18.000000,0.000000,44.931716,45.108721,45.069047,44.890517,0.000000,0.000061,0.000000,0.000000
24.201000,0.583676,-19.411224,0.006955,-0.188809,-18.643963,0.006973,0.000000,-17.000000,0.000000,45.006485,44.945449,44.994278,45.053788,0.000000,0.000043,0.000000,0.000000
24.251000,0.642887,-19.088461,0.007083,-0.407604,-18.371867,0.007086,0.000000,-17.000000,0.000000,44.960708,44.997330,45.038529,45.001907,0.000000,0.000008,0.000000,0.000000
24.301000,0.750779,-18.676643,0.007081,-0.299669,-18.128406,0.007077,0.000000,-16.000000,0.000000,45.032425,44.968338,44.968338,45.030900,0.000000,-0.000010,0.000000,0.000000
24.351000,0.845042,-18.210410,0.006971,-0.109591,-17.645207,0.006958,0.000000,-16.000000,0.000000,45.033951,45.032425,44.965286,44.968338,0.000000,-0.000032,0.000000,0.000000
24.401000,0.885629,-17.713336,0.006754,0.038126,-17.281445,0.006735,0.000000,-15.000000,0.000000,45.050736,44.971389,44.948501,45.029374,0.000000,-0.000047,0.000000,0.000000
24.451000,0.858919,-17.199251,0.006588,0.253492,-16.508995,0.006580,0.000000,-15.000000,0.000000,45.076677,44.974441,44.922560,45.026322,0.000000,-0.000021,0.000000,0.000000
24.501000,0.777526,-16.686792,0.006527,0.123093,-16.200299,0.006525,0.000000,-14.000000,0.000000,45.035477,44.905776,44.963760,45.093462,0.000000,-0.000006,0.000000,0.000000
24.551000,0.699616,-16.185704,0.006560,0.307950,-15.605838,0.006566,0.000000,-14.000000,0.000000,45.038529,45.004959,44.962234,44.995804,0.000000,0.000014,0.000000,0.000000
24.601000,0.607256,-15.679007,0.006682,0.325076,-15.401558,0.006695,0.000000,-13.000000,0.000000,45.033951,44.989700,44.965286,45.009537,0.000000,0.000033,0.000000,0.000000
24.651000,0.493919,-15.134924,0.006910,0.307494,-14.949104,0.006936,0.000000,-13.000000,0.000000,44.991226,45.001907,45.009537,44.998856,0.000000,0.000061,0.000000,0.000000
24.701000,0.390202,-14.533033,0.007290,0.293668,-14.427088,0.007325,0.000000,-12.000000,0.000000,45.094987,44.925612,44.904250,45.073625,0.000000,0.000085,0.000000,0.000000
24.751000,0.290838,-13.941273,0.007763,0.416836,-13.882374,0.007805,0.000000,-12.000000,0.000000,45.035477,45.012589,44.965286,44.986648,0.000000,0.000101,0.000000,0.000000
24.801000,0.180443,-13.358812,0.008335,0.079537,-13.458527,0.008386,0.000000,-11.000000,0.000000,45.014115,44.914931,44.986648,45.084306,0.000000,0.000126,0.000000,0.000000
24.851000,0.140605,-12.788749,0.008964,-0.173002,-12.700034,0.009012,0.000000,-11.000000,0.000000,45.020218,44.933242,44.980545,45.064469,0.000000,0.000119,0.000000,0.000000
24.901000,0.192496,-12.226679,0.009441,-0.222389,-12.223897,0.009471,0.000000,-10.000000,0.000000,45.084306,44.924086,44.916457,45.075151,0.000000,0.000074,0.000000,0.000000
24.951000,0.245859,-11.710116,0.009717,-0.043832,-11.338569,0.009733,0.000000,-10.000000,0.000000,45.075151,44.936294,44.925612,45.062943,0.000000,0.000039,0.000000,0.000000
25.001000,0.255092,-11.237079,0.009878,0.076843,-11.028472,0.009891,0.000000,-9.000000,0.000000,45.087358,44.953079,44.913405,45.046159,0.000000,0.000031,0.000000,0.000000
25.051000,0.242407,-10.766525,0.009990,0.064315,-10.932540,0.009998,0.000000,-9.000000,0.000000,44.951553,45.046159,45.047684,44.953079,0.000000,0.000018,0.000000,0.000000
25.101000,0.224618,-10.206320,0.010093,-0.046152,-10.555378,0.010101,0.000000,-8.000000,0.000000,45.032425,44.951553,44.968338,45.047684,0.000000,0.000019,0.000000,0.000000
25.151000,0.221779,-9.610331,0.010164,0.108569,-9.754827,0.010170,0.000000,-8.000000,0.000000,45.072099,44.966812,44.927138,45.032425,0.000000,0.000015,0.000000,0.000000
25.201000,0.180866,-9.039327,0.010242,0.298283,-9.184732,0.010249,0.000000,-7.000000,0.000000,45.107195,44.936294,44.893568,45.062943,0.000000,0.000018,0.000000,0.000000
25.251000,0.077711,-8.519212,0.010361,0.282262,-8.647291,0.010376,0.000000,-7.000000,0.000000,45.014115,44.972915,44.985122,45.026322,0.000000,0.000035,0.000000,0.000000
25.301000,-0.025284,-7.986175,0.010613,0.239711,-8.326233,0.010637,0.000000,-6.000000,0.000000,45.058366,44.940871,44.942397,45.058366,0.000000,0.000060,0.000000,0.000000
25.351000,-0.104147,-7.449061,0.010932,0.222540,-7.707247,0.010961,0.000000,-6.000000,0.000000,45.020218,44.989700,44.980545,45.009537,0.000000,0.000071,0.000000,0.000000
25.401000,-0.165023,-6.907425,0.011302,0.029827,-7.289441,0.011333,0.000000,-5.000000,0.000000,45.059892,44.916457,44.940871,45.082780,0.000000,0.000076,0.000000,0.000000
25.451000,-0.195152,-6.355231,0.011676,0.012233,-6.718263,0.011707,0.000000,-5.000000,0.000000,45.024796,44.951553,44.975967,45.047684,0.000000,0.000076,0.000000,0.000000
25.501000,-0.218466,-5.800299,0.012027,0.193468,-6.303718,0.012052,0.000000,-4.000000,0.000000,45.085832,44.959182,44.913405,45.040055,0.000000,0.000062,0.000000,0.000000
25.551000,-0.259079,-5.248652,0.012355,-0.101475,-5.923697,0.012384,0.000000,-4.000000,0.000000,44.960708,44.968338,45.038529,45.030900,0.000000,0.000071,0.000000,0.000000
25.601000,-0.266382,-4.670759,0.012696,-0.075219,-5.182139,0.012720,0.000000,-3.000000,0.000000,45.094987,44.887465,44.905776,45.111772,0.000000,0.000058,0.000000,0.000000
25.651000,-0.253348,-4.136729,0.012940,-0.002502,-4.705195,0.012959,0.000000,-3.000000,0.000000,45.024796,44.998856,44.974441,45.000381,0.000000,0.000048,0.000000,0.000000
25.701000,-0.244172,-3.598532,0.013158,-0.022531,-4.265249,0.013176,0.000000,-2.000000,0.000000,45.073625,44.930190,44.927138,45.069047,0.000000,0.000045,0.000000,0.000000
25.751000,-0.245744,-3.075810,0.013351,-0.121013,-3.404720,0.013364,0.000000,-2.000000,0.000000,45.029374,44.916457,44.969863,45.082780,0.000000,0.000034,0.000000,0.000000
25.801000,-0.244661,-2.617723,0.013503,-0.075024,-2.599374,0.013512,0.000000,-1.000000,0.000000,45.116350,44.866102,44.884413,45.133135,0.000000,0.000023,0.000000,0.000000
25.851000,-0.216455,-2.230541,0.013570,-0.237189,-2.380482,0.013572,0.000000,-1.000000,0.000000,44.979019,44.980545,45.020218,45.020218,0.000000,0.000005,0.000000,0.000000
25.901000,-0.153534,-1.812849,0.013555,-0.218326,-1.836299,0.013548,0.000000,0.000000,0.000000,45.075151,44.916457,44.925612,45.082780,0.000000,-0.000017,0.000000,0.000000
25.951000,-0.091328,-1.397324,0.013412,-0.252573,-1.553833,0.013396,0.000000,0.000000,0.000000,44.974441,45.004959,45.026322,44.995804,0.000000,-0.000040,0.000000,0.000000
26.001000,-0.010730,-0.940454,0.013171,-0.426533,-0.887043,0.013147,-1.000000,-1.000000,0.000000,45.065995,44.878309,44.933242,45.120928,0.000000,-0.000057,0.000000,0.000000
26.051000,-0.009198,-0.690650,0.012857,-0.366231,-0.442321,0.012834,-1.000000,-1.000000,0.000000,45.243000,44.892042,44.757763,45.107195,0.000000,-0.000059,0.000000,0.000000
26.101000,-0.177995,-0.726614,0.012563,-0.291466,-0.601752,0.012542,-2.000000,-2.000000,0.000000,45.050736,45.006485,44.948501,44.994278,0.000000,-0.000052,0.000000,0.000000
26.151000,-0.527901,-0.947707,0.012219,-0.674805,-0.599913,0.012176,-2.000000,-2.000000,0.000000,45.078202,44.940871,44.921035,45.058366,0.000000,-0.000104,0.000000,0.000000
26.201000,-0.963522,-1.330710,0.011428,-1.248934,-0.907369,0.011347,-3.000000,-3.000000,0.000000,44.916457,44.953079,45.082780,45.047684,0.000000,-0.000200,0.000000,0.000000
26.251000,-1.382652,-1.780419,0.010244,-1.851427,-1.418681,0.010131,-3.000000,-3.000000,0.000000,44.963760,44.971389,45.033951,45.029374,0.000000,-0.000277,0.000000,0.000000
26.301000,-1.811374,-2.278904,0.008639,-2.082337,-1.759337,0.008495,-4.000000,-4.000000,0.000000,44.913405,44.998856,45.084306,45.003433,0.000000,-0.000356,0.000000,0.000000
26.351000,-2.275077,-2.789809,0.006661,-2.667300,-2.209513,0.006480,-4.000000,-4.000000,0.000000,44.980545,44.968338,45.015640,45.033951,0.000000,-0.000447,0.000000,0.000000
26.401000,-2.737402,-3.328146,0.004213,-3.184920,-3.015608,0.004003,-5.000000,-5.000000,0.000000,44.827955,45.047684,45.169757,44.954604,0.000000,-0.000522,0.000000,0.000000
26.451000,-3.197446,-3.809775,0.001491,-3.303163,-3.770539,0.001261,-5.000000,-5.000000,0.000000,44.971389,45.099565,45.026322,44.902724,0.000000,-0.000570,0.000000,0.000000
26.501000,-3.745448,-4.252616,-0.001546,-3.891005,-4.096551,-0.001800,-6.000000,-6.000000,0.000000,44.858473,45.006485,45.137713,44.995804,0.000000,-0.000629,0.000000,0.000000
26.551000,-4.304363,-4.684860,-0.004768,-4.338620,-4.625918,-0.005038,-6.000000,-6.000000,0.000000,44.979019,45.004959,45.017166,44.997330,0.000000,-0.000668,0.000000,0.000000
26.601000,-4.860481,-5.133375,-0.008248,-4.919937,-4.836993,-0.008534,-7.000000,-7.000000,0.000000,44.904250,44.983597,45.091936,45.020218,0.000000,-0.000710,0.000000,0.000000
26.651000,-5.400621,-5.619751,-0.011836,-5.510479,-5.349981,-0.012135,-7.000000,-7.000000,0.000000,44.957656,44.974441,45.038529,45.029374,0.000000,-0.000740,0.000000,0.000000
26.701000,-5.918888,-6.134452,-0.015646,-6.123301,-5.732529,-0.015957,-8.000000,-8.000000,0.000000,44.879835,44.977493,45.116350,45.026322,0.000000,-0.000772,0.000000,0.000000
26.751000,-6.396002,-6.661431,-0.019530,-6.525402,-6.261922,-0.019852,-8.000000,-8.000000,0.000000,44.986648,45.003433,45.008011,45.000381,0.000000,-0.000796,0.000000,0.000000
26.801000,-6.911510,-7.208146,-0.023574,-6.763702,-6.798733,-0.023904,-9.000000,-9.000000,0.000000,44.895094,45.052262,45.099565,44.953079,0.000000,-0.000819,0.000000,0.000000
26.851000,-7.479211,-7.745999,-0.027676,-7.337651,-7.160655,-0.028017,-9.000000,-9.000000,0.000000,44.979019,44.977493,45.015640,45.027848,0.000000,-0.000844,0.000000,0.000000
26.901000,-8.070944,-8.328045,-0.031991,-7.680946,-7.518933,-0.032344,-10.000000,-10.000000,0.000000,44.890517,45.017166,45.104143,44.986648,0.000000,-0.000874,0.000000,0.000000
26.951000,-8.680219,-8.920898,-0.036480,-8.160701,-8.295126,-0.036856,-10.000000,-10.000000,0.000000,44.948501,45.043107,45.046159,44.962234,0.000000,-0.000930,0.000000,0.000000
27.001000,-9.308254,-9.490074,-0.041263,-8.854537,-8.687559,-0.041651,-11.000000,-11.000000,0.000000,44.843214,44.968338,45.151446,45.037003,0.000000,-0.000965,0.000000,0.000000
27.051000,-9.891257,-10.047903,-0.046073,-9.436526,-9.029218,-0.046467,-11.000000,-11.000000,0.000000,44.979019,44.957656,45.015640,45.049210,0.000000,-0.000975,0.000000,0.000000
27.101000,-10.456021,-10.636883,-0.050956,-10.002536,-9.753081,-0.051346,-12.000000,-12.000000,0.000000,44.826429,45.008011,45.168231,44.997330,0.000000,-0.000967,0.000000,0.000000
27.151000,-10.974995,-11.198555,-0.055717,-10.713155,-10.291072,-0.056100,-12.000000,-12.000000,0.000000,44.914931,44.983597,45.079728,45.021744,0.000000,-0.000950,0.000000,0.000000
27.201000,-11.452897,-11.742632,-0.060427,-10.997977,-11.033244,-0.060798,-13.000000,-13.000000,0.000000,44.853895,45.078202,45.140764,44.927138,0.000000,-0.000923,0.000000,0.000000
27.251000,-11.927223,-12.214242,-0.064891,-11.706985,-11.616997,-0.065243,-13.000000,-13.000000,0.000000,44.945449,44.992752,45.047684,45.012589,0.000000,-0.000874,0.000000,0.000000
27.301000,-12.380212,-12.651496,-0.069087,-12.199639,-12.142342,-0.069411,-14.000000,-14.000000,0.000000,44.863050,45.008011,45.131609,44.995804,0.000000,-0.000806,0.000000,0.000000
27.351000,-12.839388,-13.075148,-0.072942,-12.663479,-12.480593,-0.073243,-14.000000,-14.000000,0.000000,44.977493,44.962234,45.017166,45.043107,0.000000,-0.000749,0.000000,0.000000
27.401000,-13.320500,-13.543868,-0.076591,-13.007962,-12.906889,-0.076878,-15.000000,-15.000000,0.000000,44.885939,45.018692,45.108721,44.986648,0.000000,-0.000713,0.000000,0.000000
27.451000,-13.806668,-14.039585,-0.080061,-13.723596,-13.310870,-0.080340,-15.000000,-15.000000,0.000000,44.950027,44.969863,45.044633,45.035477,0.000000,-0.000692,0.000000,0.000000
27.501000,-14.267641,-14.572670,-0.083536,-14.333173,-13.718394,-0.083817,-16.000000,-16.000000,0.000000,44.861524,44.974441,45.134661,45.029374,0.000000,-0.000698,0.000000,0.000000
27.551000,-14.662883,-15.120956,-0.086930,-14.890180,-14.191324,-0.087199,-16.000000,-16.000000,0.000000,44.972915,45.006485,45.021744,44.998856,0.000000,-0.000667,0.000000,0.000000
27.601000,-15.050693,-15.695068,-0.090174,-15.523822,-14.699438,-0.090430,-17.000000,-17.000000,0.000000,44.827955,44.980545,45.166705,45.024796,0.000000,-0.000636,0.000000,0.000000
27.651000,-15.393031,-16.237456,-0.093192,-15.990072,-15.613769,-0.093425,-17.000000,-17.000000,0.000000,44.936294,45.067521,45.058366,44.937819,0.000000,-0.000579,0.000000,0.000000
27.701000,-15.733764,-16.726764,-0.095975,-16.236010,-16.056636,-0.096189,-18.000000,-18.000000,0.000000,44.890517,45.055314,45.105669,44.950027,0.000000,-0.000534,0.000000,0.000000
27.751000,-16.126401,-17.167887,-0.098492,-16.721726,-16.695925,-0.098690,-18.000000,-18.000000,0.000000,44.966812,45.021744,45.029374,44.982071,0.000000,-0.000490,0.000000,0.000000
27.801000,-16.577766,-17.590083,-0.100915,-17.089595,-17.212684,-0.101105,-19.000000,-19.000000,0.000000,44.859998,45.020218,45.136187,44.983597,0.000000,-0.000471,0.000000,0.000000
27.851000,-17.071466,-18.006940,-0.103208,-17.515382,-17.409820,-0.103395,-19.000000,-19.000000,0.000000,44.995804,44.957656,45.000381,45.046159,0.000000,-0.000460,0.000000,0.000000
27.901000,-17.601443,-18.491472,-0.105597,-18.044296,-17.786123,-0.105795,-20.000000,-20.000000,0.000000,44.867628,44.971389,45.128557,45.032425,0.000000,-0.000489,0.000000,0.000000
27.951000,-18.093048,-18.993873,-0.108056,-18.940813,-18.505786,-0.108260,-20.000000,-20.000000,0.000000,44.890517,44.960708,45.105669,45.043107,0.000000,-0.000505,0.000000,0.000000
28.001000,-18.514787,-19.498611,-0.110599,-19.266597,-18.967412,-0.110799,-19.000000,-19.000000,0.000000,44.855421,45.040055,45.140764,44.963760,0.000000,-0.000496,0.000000,0.000000
28.051000,-18.674261,-19.805699,-0.112889,-19.385851,-18.959464,-0.113052,-19.000000,-19.000000,0.000000,44.844739,45.037003,45.151446,44.966812,0.000000,-0.000407,0.000000,0.000000
28.101000,-18.600260,-19.908803,-0.114588,-19.362456,-18.947858,-0.114697,-18.000000,-18.000000,0.000000,44.959182,45.020218,45.038529,44.983597,0.000000,-0.000275,0.000000,0.000000
28.151000,-18.364093,-19.869755,-0.115699,-19.350782,-18.533180,-0.115771,-18.000000,-18.000000,0.000000,44.911879,44.963760,45.085832,45.038529,0.000000,-0.000180,0.000000,0.000000
28.201000,-17.960265,-19.728065,-0.116470,-19.226574,-18.608507,-0.116521,-17.000000,-17.000000,0.000000,44.972915,45.020218,45.024796,44.982071,0.000000,-0.000128,0.000000,0.000000
28.251000,-17.435787,-19.475476,-0.117052,-18.665886,-18.400435,-0.117104,-17.000000,-17.000000,0.000000,44.939345,45.072099,45.058366,44.930190,0.000000,-0.000125,0.000000,0.000000
28.301000,-16.882394,-19.109746,-0.117793,-18.138460,-17.833718,-0.117862,-16.000000,-16.000000,0.000000,45.122454,45.003433,44.875257,44.998856,0.000000,-0.000168,0.000000,0.000000
28.351000,-16.340785,-18.724675,-0.118737,-17.513138,-17.438446,-0.118825,-16.000000,-16.000000,0.000000,45.001907,45.046159,44.994278,44.957656,0.000000,-0.000214,0.000000,0.000000
28.401000,-15.834468,-18.301273,-0.119896,-16.958692,-17.098348,-0.119997,-15.000000,-15.000000,0.000000,45.094987,45.021744,44.902724,44.980545,0.000000,-0.000249,0.000000,0.000000
28.451000,-15.334697,-17.855238,-0.121237,-16.477762,-16.667276,-0.121359,-15.000000,-15.000000,0.000000,44.997330,45.050736,44.998856,44.953079,0.000000,-0.000298,0.000000,0.000000
28.501000,-14.826727,-17.363015,-0.122833,-15.893039,-16.206248,-0.122971,-14.000000,-14.000000,0.000000,45.133135,45.011063,44.863050,44.992752,0.000000,-0.000340,0.000000,0.000000
28.551000,-14.364730,-16.841923,-0.124544,-15.198882,-15.967858,-0.124689,-14.000000,-14.000000,0.000000,45.011063,45.069047,44.985122,44.934768,0.000000,-0.000357,0.000000,0.000000
28.601000,-13.926360,-16.243145,-0.126418,-14.863446,-15.813717,-0.126573,-13.000000,-13.000000,0.000000,45.061418,45.032425,44.934768,44.971389,0.000000,-0.000384,0.000000,0.000000
28.651000,-13.489887,-15.579485,-0.128404,-14.355643,-15.022499,-0.128575,-13.000000,-13.000000,0.000000,45.055314,44.966812,44.939345,45.037003,0.000000,-0.000421,0.000000,0.000000
28.701000,-13.028635,-14.918060,-0.130664,-14.054490,-14.523024,-0.130854,-12.000000,-12.000000,0.000000,45.113298,44.956130,44.881361,45.047684,0.000000,-0.000471,0.000000,0.000000
28.751000,-12.530514,-14.305295,-0.133088,-13.477038,-13.736251,-0.133296,-12.000000,-12.000000,0.000000,45.073625,44.985122,44.921035,45.018692,0.000000,-0.000512,0.000000,0.000000
28.801000,-12.030333,-13.741677,-0.135741,-12.729280,-13.082341,-0.135956,-11.000000,-11.000000,0.000000,45.198749,44.988174,44.795911,45.015640,0.000000,-0.000533,0.000000,0.000000
28.851000,-11.585342,-13.224559,-0.138314,-12.450128,-12.788071,-0.138520,-11.000000,-11.000000,0.000000,44.982071,45.006485,45.012589,44.998856,0.000000,-0.000510,0.000000,0.000000
28.901000,-11.127050,-12.685360,-0.140851,-11.812632,-12.202176,-0.141055,-10.000000,-10.000000,0.000000,45.149920,44.982071,44.844739,45.023270,0.000000,-0.000505,0.000000,0.000000
28.951000,-10.687292,-12.154880,-0.143266,-11.283227,-11.833211,-0.143460,-10.000000,-10.000000,0.000000,45.014115,45.038529,44.982071,44.965286,0.000000,-0.000479,0.000000,0.000000
29.001000,-10.263175,-11.590979,-0.145692,-10.533127,-11.417606,-0.145886,-9.000000,-9.000000,0.000000,45.151446,45.023270,44.843214,44.982071,0.000000,-0.000481,0.000000,0.000000
29.051000,-9.900477,-11.004499,-0.147951,-9.977177,-10.983975,-0.148130,-9.000000,-9.000000,0.000000,45.029374,45.033951,44.966812,44.971389,0.000000,-0.000441,0.000000,0.000000
29.101000,-9.553463,-10.387214,-0.150138,-9.687390,-10.403767,-0.150313,-8.000000,-8.000000,0.000000,45.123980,44.940871,44.870680,45.062943,0.000000,-0.000432,0.000000,0.000000
29.151000,-9.167138,-9.786299,-0.152198,-9.317404,-9.903481,-0.152367,-8.000000,-8.000000,0.000000,45.029374,44.994278,44.966812,45.009537,0.000000,-0.000415,0.000000,0.000000
29.201000,-8.726323,-9.195477,-0.154334,-8.857875,-9.407313,-0.154507,-7.000000,-7.000000,0.000000,45.116350,45.000381,44.879835,45.004959,0.000000,-0.000426,0.000000,0.000000
29.251000,-8.275979,-8.633661,-0.156418,-8.334377,-8.638011,-0.156590,-7.000000,-7.000000,0.000000,45.061418,44.972915,44.934768,45.032425,0.000000,-0.000423,0.000000,0.000000
29.301000,-7.798605,-8.094485,-0.158545,-8.072260,-8.193680,-0.158717,-6.000000,-6.000000,0.000000,45.122454,44.983597,44.872206,45.021744,0.000000,-0.000425,0.000000,0.000000
29.351000,-7.279127,-7.577796,-0.160622,-7.460814,-7.653727,-0.160793,-6.000000,-6.000000,0.000000,45.059892,45.017166,44.934768,44.986648,0.000000,-0.000421,0.000000,0.000000
29.401000,-6.746639,-7.054347,-0.162811,-7.162666,-7.216662,-0.162988,-5.000000,-5.000000,0.000000,45.113298,44.988174,44.881361,45.015640,0.000000,-0.000438,0.000000,0.000000
29.451000,-6.193321,-6.545931,-0.164989,-6.550028,-6.473655,-0.165169,-5.000000,-5.000000,0.000000,45.084306,44.998856,44.910353,45.006485,0.000000,-0.000442,0.000000,0.000000
29.501000,-5.648078,-6.045513,-0.167225,-6.034916,-6.214604,-0.167403,-4.000000,-4.000000,0.000000,45.110246,45.006485,44.884413,44.997330,0.000000,-0.000439,0.000000,0.000000
29.551000,-5.121372,-5.537128,-0.169405,-5.552819,-5.787313,-0.169588,-4.000000,-4.000000,0.000000,45.026322,45.040055,44.968338,44.963760,0.000000,-0.000451,0.000000,0.000000
29.601000,-4.583180,-5.002054,-0.171737,-4.915171,-5.204685,-0.171926,-3.000000,-3.000000,0.000000,45.160601,45.018692,44.834058,44.986648,0.000000,-0.000468,0.000000,0.000000
29.651000,-4.088763,-4.487770,-0.173988,-4.412897,-4.690359,-0.174168,-3.000000,-3.000000,0.000000,45.023270,45.014115,44.971389,44.989700,0.000000,-0.000444,0.000000,0.000000
